ORF	contig	bin
Ga0196617_1141111	Ga0196617_114111	Unbinned
Ga0196617_1141121	Ga0196617_114112	Unbinned
Ga0196617_1141131	Ga0196617_114113	Unbinned
Ga0196617_1141141	Ga0196617_114114	Unbinned
Ga0196617_1141151	Ga0196617_114115	Unbinned
Ga0196617_1141161	Ga0196617_114116	Unbinned
Ga0196617_1141181	Ga0196617_114118	Unbinned
Ga0196617_1141191	Ga0196617_114119	Unbinned
Ga0196617_1141221	Ga0196617_114122	Unbinned
Ga0196617_1141231	Ga0196617_114123	Unbinned
Ga0196617_1141241	Ga0196617_114124	Unbinned
Ga0196617_1141251	Ga0196617_114125	Unbinned
Ga0196617_1141291	Ga0196617_114129	Unbinned
Ga0196617_1141301	Ga0196617_114130	Unbinned
Ga0196617_1141311	Ga0196617_114131	Unbinned
Ga0196617_1141321	Ga0196617_114132	Unbinned
Ga0196617_1141331	Ga0196617_114133	Unbinned
Ga0196617_1141341	Ga0196617_114134	Unbinned
Ga0196617_1141361	Ga0196617_114136	Unbinned
Ga0196617_1141371	Ga0196617_114137	Unbinned
Ga0196617_1141381	Ga0196617_114138	Unbinned
Ga0196617_1141391	Ga0196617_114139	Unbinned
Ga0196617_1141401	Ga0196617_114140	Unbinned
Ga0196617_1141411	Ga0196617_114141	Unbinned
Ga0196617_1141421	Ga0196617_114142	Unbinned
Ga0196617_1141431	Ga0196617_114143	Unbinned
Ga0196617_1141451	Ga0196617_114145	Unbinned
Ga0196617_1141452	Ga0196617_114145	Unbinned
Ga0196617_1141461	Ga0196617_114146	Unbinned
Ga0196617_1141471	Ga0196617_114147	Unbinned
Ga0196617_1141501	Ga0196617_114150	Unbinned
Ga0196617_1141511	Ga0196617_114151	Unbinned
Ga0196617_1141521	Ga0196617_114152	Unbinned
Ga0196617_1141531	Ga0196617_114153	Unbinned
Ga0196617_1141551	Ga0196617_114155	Unbinned
Ga0196617_1141561	Ga0196617_114156	Unbinned
Ga0196617_1141571	Ga0196617_114157	Unbinned
Ga0196617_1141581	Ga0196617_114158	Unbinned
Ga0196617_1141591	Ga0196617_114159	Unbinned
Ga0196617_1141601	Ga0196617_114160	Unbinned
Ga0196617_1141621	Ga0196617_114162	Unbinned
Ga0196617_1141631	Ga0196617_114163	Unbinned
Ga0196617_1141651	Ga0196617_114165	Unbinned
Ga0196617_1141671	Ga0196617_114167	Unbinned
Ga0196617_1141691	Ga0196617_114169	Unbinned
Ga0196617_1141711	Ga0196617_114171	Unbinned
Ga0196617_1141721	Ga0196617_114172	Unbinned
Ga0196617_1141741	Ga0196617_114174	Unbinned
Ga0196617_1141751	Ga0196617_114175	Unbinned
Ga0196617_1141761	Ga0196617_114176	Unbinned
Ga0196617_1141771	Ga0196617_114177	Unbinned
Ga0196617_1141781	Ga0196617_114178	Unbinned
Ga0196617_1141801	Ga0196617_114180	Unbinned
Ga0196617_1141811	Ga0196617_114181	Unbinned
Ga0196617_1141841	Ga0196617_114184	Unbinned
Ga0196617_1141861	Ga0196617_114186	Unbinned
Ga0196617_1141871	Ga0196617_114187	Unbinned
Ga0196617_1141891	Ga0196617_114189	Unbinned
Ga0196617_1141901	Ga0196617_114190	Unbinned
Ga0196617_1141911	Ga0196617_114191	Unbinned
Ga0196617_1141931	Ga0196617_114193	Unbinned
Ga0196617_1141941	Ga0196617_114194	Unbinned
Ga0196617_1141951	Ga0196617_114195	Unbinned
Ga0196617_1141961	Ga0196617_114196	Unbinned
Ga0196617_1141991	Ga0196617_114199	Unbinned
Ga0196617_1142001	Ga0196617_114200	Unbinned
Ga0196617_1142002	Ga0196617_114200	Unbinned
Ga0196617_1142011	Ga0196617_114201	Unbinned
Ga0196617_1142021	Ga0196617_114202	Unbinned
Ga0196617_1142031	Ga0196617_114203	Unbinned
Ga0196617_1142041	Ga0196617_114204	Unbinned
Ga0196617_1142061	Ga0196617_114206	Unbinned
Ga0196617_1142071	Ga0196617_114207	Unbinned
Ga0196617_1142081	Ga0196617_114208	Unbinned
Ga0196617_1142091	Ga0196617_114209	Unbinned
Ga0196617_1142101	Ga0196617_114210	Unbinned
Ga0196617_1142111	Ga0196617_114211	Unbinned
Ga0196617_1142121	Ga0196617_114212	Unbinned
Ga0196617_1142131	Ga0196617_114213	Unbinned
Ga0196617_1142141	Ga0196617_114214	Unbinned
Ga0196617_1142161	Ga0196617_114216	Unbinned
Ga0196617_1142181	Ga0196617_114218	Unbinned
Ga0196617_1142201	Ga0196617_114220	Unbinned
Ga0196617_1142211	Ga0196617_114221	Unbinned
Ga0196617_1142221	Ga0196617_114222	Unbinned
Ga0196617_1142231	Ga0196617_114223	Unbinned
Ga0196617_1142241	Ga0196617_114224	Unbinned
Ga0196617_1142261	Ga0196617_114226	Unbinned
Ga0196617_1142271	Ga0196617_114227	Unbinned
Ga0196617_1142291	Ga0196617_114229	Unbinned
Ga0196617_1142301	Ga0196617_114230	Unbinned
Ga0196617_1142311	Ga0196617_114231	Unbinned
Ga0196617_1142321	Ga0196617_114232	Unbinned
Ga0196617_1142331	Ga0196617_114233	Unbinned
Ga0196617_1142341	Ga0196617_114234	Unbinned
Ga0196617_1142351	Ga0196617_114235	Unbinned
Ga0196617_1142361	Ga0196617_114236	Unbinned
Ga0196617_1142371	Ga0196617_114237	Unbinned
Ga0196617_1142381	Ga0196617_114238	Unbinned
Ga0196617_1142391	Ga0196617_114239	Unbinned
Ga0196617_1142411	Ga0196617_114241	Unbinned
Ga0196617_1142431	Ga0196617_114243	Unbinned
Ga0196617_1142441	Ga0196617_114244	Unbinned
Ga0196617_1142451	Ga0196617_114245	Unbinned
Ga0196617_1142461	Ga0196617_114246	Unbinned
Ga0196617_1142471	Ga0196617_114247	Unbinned
Ga0196617_1142481	Ga0196617_114248	Unbinned
Ga0196617_1142491	Ga0196617_114249	Unbinned
Ga0196617_1142501	Ga0196617_114250	Unbinned
Ga0196617_1142511	Ga0196617_114251	Unbinned
Ga0196617_1142521	Ga0196617_114252	Unbinned
Ga0196617_1142531	Ga0196617_114253	Unbinned
Ga0196617_1142541	Ga0196617_114254	Unbinned
Ga0196617_1142551	Ga0196617_114255	Unbinned
Ga0196617_1142581	Ga0196617_114258	Unbinned
Ga0196617_1142601	Ga0196617_114260	Unbinned
Ga0196617_1142611	Ga0196617_114261	Unbinned
Ga0196617_1142631	Ga0196617_114263	Unbinned
Ga0196617_1142641	Ga0196617_114264	Unbinned
Ga0196617_1142651	Ga0196617_114265	Unbinned
Ga0196617_1142661	Ga0196617_114266	Unbinned
Ga0196617_1142671	Ga0196617_114267	Unbinned
Ga0196617_1142691	Ga0196617_114269	Unbinned
Ga0196617_1142701	Ga0196617_114270	Unbinned
Ga0196617_1142711	Ga0196617_114271	Unbinned
Ga0196617_1142721	Ga0196617_114272	Unbinned
Ga0196617_1142731	Ga0196617_114273	Unbinned
Ga0196617_1142741	Ga0196617_114274	Unbinned
Ga0196617_1142761	Ga0196617_114276	Unbinned
Ga0196617_1142781	Ga0196617_114278	Unbinned
Ga0196617_1142791	Ga0196617_114279	Unbinned
Ga0196617_1142801	Ga0196617_114280	Unbinned
Ga0196617_1142811	Ga0196617_114281	Unbinned
Ga0196617_1142841	Ga0196617_114284	Unbinned
Ga0196617_1142861	Ga0196617_114286	Unbinned
Ga0196617_1142871	Ga0196617_114287	Unbinned
Ga0196617_1142881	Ga0196617_114288	Unbinned
Ga0196617_1142891	Ga0196617_114289	Unbinned
Ga0196617_1142901	Ga0196617_114290	Unbinned
Ga0196617_1142911	Ga0196617_114291	Unbinned
Ga0196617_1142921	Ga0196617_114292	Unbinned
Ga0196617_1142931	Ga0196617_114293	Unbinned
Ga0196617_1142941	Ga0196617_114294	Unbinned
Ga0196617_1142951	Ga0196617_114295	Unbinned
Ga0196617_1142971	Ga0196617_114297	Unbinned
Ga0196617_1142991	Ga0196617_114299	Unbinned
Ga0196617_1143001	Ga0196617_114300	Unbinned
Ga0196617_1143011	Ga0196617_114301	Unbinned
Ga0196617_1143031	Ga0196617_114303	Unbinned
Ga0196617_1143041	Ga0196617_114304	Unbinned
Ga0196617_1143051	Ga0196617_114305	Unbinned
Ga0196617_1143061	Ga0196617_114306	Unbinned
Ga0196617_1143071	Ga0196617_114307	Unbinned
Ga0196617_1143081	Ga0196617_114308	Unbinned
Ga0196617_1143091	Ga0196617_114309	Unbinned
Ga0196617_1143101	Ga0196617_114310	Unbinned
Ga0196617_1143111	Ga0196617_114311	Unbinned
Ga0196617_1143121	Ga0196617_114312	Unbinned
Ga0196617_1143131	Ga0196617_114313	Unbinned
Ga0196617_1143141	Ga0196617_114314	Unbinned
Ga0196617_1143151	Ga0196617_114315	Unbinned
Ga0196617_1143161	Ga0196617_114316	Unbinned
Ga0196617_1143171	Ga0196617_114317	Unbinned
Ga0196617_1143181	Ga0196617_114318	Unbinned
Ga0196617_1143211	Ga0196617_114321	Unbinned
Ga0196617_1143221	Ga0196617_114322	Unbinned
Ga0196617_1143241	Ga0196617_114324	Unbinned
Ga0196617_1143251	Ga0196617_114325	Unbinned
Ga0196617_1143261	Ga0196617_114326	Unbinned
Ga0196617_1143271	Ga0196617_114327	Unbinned
Ga0196617_1143281	Ga0196617_114328	Unbinned
Ga0196617_1143291	Ga0196617_114329	Unbinned
Ga0196617_1143301	Ga0196617_114330	Unbinned
Ga0196617_1143311	Ga0196617_114331	Unbinned
Ga0196617_1143321	Ga0196617_114332	Unbinned
Ga0196617_1143331	Ga0196617_114333	Unbinned
Ga0196617_1143371	Ga0196617_114337	Unbinned
Ga0196617_1143381	Ga0196617_114338	Unbinned
Ga0196617_1143391	Ga0196617_114339	Unbinned
Ga0196617_1143401	Ga0196617_114340	Unbinned
Ga0196617_1143411	Ga0196617_114341	Unbinned
Ga0196617_1143421	Ga0196617_114342	Unbinned
Ga0196617_1143431	Ga0196617_114343	Unbinned
Ga0196617_1143441	Ga0196617_114344	Unbinned
Ga0196617_1143451	Ga0196617_114345	Unbinned
Ga0196617_1143471	Ga0196617_114347	Unbinned
Ga0196617_1143481	Ga0196617_114348	Unbinned
Ga0196617_1143511	Ga0196617_114351	Unbinned
Ga0196617_1143531	Ga0196617_114353	Unbinned
Ga0196617_1143541	Ga0196617_114354	Unbinned
Ga0196617_1143551	Ga0196617_114355	Unbinned
Ga0196617_1143571	Ga0196617_114357	Unbinned
Ga0196617_1143611	Ga0196617_114361	Unbinned
Ga0196617_1143621	Ga0196617_114362	Unbinned
Ga0196617_1143641	Ga0196617_114364	Unbinned
Ga0196617_1143651	Ga0196617_114365	Unbinned
Ga0196617_1143661	Ga0196617_114366	Unbinned
Ga0196617_1143671	Ga0196617_114367	Unbinned
Ga0196617_1143681	Ga0196617_114368	Unbinned
Ga0196617_1143701	Ga0196617_114370	Unbinned
Ga0196617_1143711	Ga0196617_114371	Unbinned
Ga0196617_1143721	Ga0196617_114372	Unbinned
Ga0196617_1143731	Ga0196617_114373	Unbinned
Ga0196617_1143741	Ga0196617_114374	Unbinned
Ga0196617_1143751	Ga0196617_114375	Unbinned
Ga0196617_1143761	Ga0196617_114376	Unbinned
Ga0196617_1143781	Ga0196617_114378	Unbinned
Ga0196617_1143791	Ga0196617_114379	Unbinned
Ga0196617_1143801	Ga0196617_114380	Unbinned
Ga0196617_1143811	Ga0196617_114381	Unbinned
Ga0196617_1143821	Ga0196617_114382	Unbinned
Ga0196617_1143831	Ga0196617_114383	Unbinned
Ga0196617_1143841	Ga0196617_114384	Unbinned
Ga0196617_1143851	Ga0196617_114385	Unbinned
Ga0196617_1143861	Ga0196617_114386	Unbinned
Ga0196617_1143871	Ga0196617_114387	Unbinned
Ga0196617_1143891	Ga0196617_114389	Unbinned
Ga0196617_1143901	Ga0196617_114390	Unbinned
Ga0196617_1143911	Ga0196617_114391	Unbinned
Ga0196617_1143921	Ga0196617_114392	Unbinned
Ga0196617_1143931	Ga0196617_114393	Unbinned
Ga0196617_1143951	Ga0196617_114395	Unbinned
Ga0196617_1143961	Ga0196617_114396	Unbinned
Ga0196617_1143981	Ga0196617_114398	Unbinned
Ga0196617_1144001	Ga0196617_114400	Unbinned
Ga0196617_1144011	Ga0196617_114401	Unbinned
Ga0196617_1144021	Ga0196617_114402	Unbinned
Ga0196617_1144041	Ga0196617_114404	Unbinned
Ga0196617_1144051	Ga0196617_114405	Unbinned
Ga0196617_1144061	Ga0196617_114406	Unbinned
Ga0196617_1144091	Ga0196617_114409	Unbinned
Ga0196617_1144121	Ga0196617_114412	Unbinned
Ga0196617_1144131	Ga0196617_114413	Unbinned
Ga0196617_1144141	Ga0196617_114414	Unbinned
Ga0196617_1144151	Ga0196617_114415	Unbinned
Ga0196617_1144171	Ga0196617_114417	Unbinned
Ga0196617_1144191	Ga0196617_114419	Unbinned
Ga0196617_1144201	Ga0196617_114420	Unbinned
Ga0196617_1144211	Ga0196617_114421	Unbinned
Ga0196617_1144221	Ga0196617_114422	Unbinned
Ga0196617_1144231	Ga0196617_114423	Unbinned
Ga0196617_1144251	Ga0196617_114425	Unbinned
Ga0196617_1144261	Ga0196617_114426	Unbinned
Ga0196617_1144281	Ga0196617_114428	Unbinned
Ga0196617_1144301	Ga0196617_114430	Unbinned
Ga0196617_1144311	Ga0196617_114431	Unbinned
Ga0196617_1144321	Ga0196617_114432	Unbinned
Ga0196617_1144331	Ga0196617_114433	Unbinned
Ga0196617_1144341	Ga0196617_114434	Unbinned
Ga0196617_1144361	Ga0196617_114436	Unbinned
Ga0196617_1144371	Ga0196617_114437	Unbinned
Ga0196617_1144381	Ga0196617_114438	Unbinned
Ga0196617_1144391	Ga0196617_114439	Unbinned
Ga0196617_1144431	Ga0196617_114443	Unbinned
Ga0196617_1144441	Ga0196617_114444	Unbinned
Ga0196617_1144451	Ga0196617_114445	Unbinned
Ga0196617_1144452	Ga0196617_114445	Unbinned
Ga0196617_1144491	Ga0196617_114449	Unbinned
Ga0196617_1144501	Ga0196617_114450	Unbinned
Ga0196617_1144502	Ga0196617_114450	Unbinned
Ga0196617_1144511	Ga0196617_114451	Unbinned
Ga0196617_1144531	Ga0196617_114453	Unbinned
Ga0196617_1144541	Ga0196617_114454	Unbinned
Ga0196617_1144571	Ga0196617_114457	Unbinned
Ga0196617_1144581	Ga0196617_114458	Unbinned
Ga0196617_1144591	Ga0196617_114459	Unbinned
Ga0196617_1144601	Ga0196617_114460	Unbinned
Ga0196617_1144621	Ga0196617_114462	Unbinned
Ga0196617_1144631	Ga0196617_114463	Unbinned
Ga0196617_1144641	Ga0196617_114464	Unbinned
Ga0196617_1144651	Ga0196617_114465	Unbinned
Ga0196617_1144661	Ga0196617_114466	Unbinned
Ga0196617_1144671	Ga0196617_114467	Unbinned
Ga0196617_1144681	Ga0196617_114468	Unbinned
Ga0196617_1144701	Ga0196617_114470	Unbinned
Ga0196617_1144711	Ga0196617_114471	Unbinned
Ga0196617_1144721	Ga0196617_114472	Unbinned
Ga0196617_1144741	Ga0196617_114474	Unbinned
Ga0196617_1144751	Ga0196617_114475	Unbinned
Ga0196617_1144771	Ga0196617_114477	Unbinned
Ga0196617_1144781	Ga0196617_114478	Unbinned
Ga0196617_1144791	Ga0196617_114479	Unbinned
Ga0196617_1144801	Ga0196617_114480	Unbinned
Ga0196617_1144811	Ga0196617_114481	Unbinned
Ga0196617_1144831	Ga0196617_114483	Unbinned
Ga0196617_1144851	Ga0196617_114485	Unbinned
Ga0196617_1144871	Ga0196617_114487	Unbinned
Ga0196617_1144891	Ga0196617_114489	Unbinned
Ga0196617_1144921	Ga0196617_114492	Unbinned
Ga0196617_1144931	Ga0196617_114493	Unbinned
Ga0196617_1144932	Ga0196617_114493	Unbinned
Ga0196617_1144941	Ga0196617_114494	Unbinned
Ga0196617_1144951	Ga0196617_114495	Unbinned
Ga0196617_1144961	Ga0196617_114496	Unbinned
Ga0196617_1144971	Ga0196617_114497	Unbinned
Ga0196617_1144981	Ga0196617_114498	Unbinned
Ga0196617_1144991	Ga0196617_114499	Unbinned
Ga0196617_1145001	Ga0196617_114500	Unbinned
Ga0196617_1145011	Ga0196617_114501	Unbinned
Ga0196617_1145031	Ga0196617_114503	Unbinned
Ga0196617_1145041	Ga0196617_114504	Unbinned
Ga0196617_1145051	Ga0196617_114505	Unbinned
Ga0196617_1145061	Ga0196617_114506	Unbinned
Ga0196617_1145071	Ga0196617_114507	Unbinned
Ga0196617_1145091	Ga0196617_114509	Unbinned
Ga0196617_1145101	Ga0196617_114510	Unbinned
Ga0196617_1145121	Ga0196617_114512	Unbinned
Ga0196617_1145131	Ga0196617_114513	Unbinned
Ga0196617_1145141	Ga0196617_114514	Unbinned
Ga0196617_1145151	Ga0196617_114515	Unbinned
Ga0196617_1145171	Ga0196617_114517	Unbinned
Ga0196617_1145181	Ga0196617_114518	Unbinned
Ga0196617_1145211	Ga0196617_114521	Unbinned
Ga0196617_1145221	Ga0196617_114522	Unbinned
Ga0196617_1145231	Ga0196617_114523	Unbinned
Ga0196617_1145241	Ga0196617_114524	Unbinned
Ga0196617_1145251	Ga0196617_114525	Unbinned
Ga0196617_1145261	Ga0196617_114526	Unbinned
Ga0196617_1145281	Ga0196617_114528	Unbinned
Ga0196617_1145291	Ga0196617_114529	Unbinned
Ga0196617_1145301	Ga0196617_114530	Unbinned
Ga0196617_1145311	Ga0196617_114531	Unbinned
Ga0196617_1145331	Ga0196617_114533	Unbinned
Ga0196617_1145341	Ga0196617_114534	Unbinned
Ga0196617_1145351	Ga0196617_114535	Unbinned
Ga0196617_1145371	Ga0196617_114537	Unbinned
Ga0196617_1145381	Ga0196617_114538	Unbinned
Ga0196617_1145391	Ga0196617_114539	Unbinned
Ga0196617_1145401	Ga0196617_114540	Unbinned
Ga0196617_1145421	Ga0196617_114542	Unbinned
Ga0196617_1145441	Ga0196617_114544	Unbinned
Ga0196617_1145451	Ga0196617_114545	Unbinned
Ga0196617_1145461	Ga0196617_114546	Unbinned
Ga0196617_1145501	Ga0196617_114550	Unbinned
Ga0196617_1145511	Ga0196617_114551	Unbinned
Ga0196617_1145521	Ga0196617_114552	Unbinned
Ga0196617_1145531	Ga0196617_114553	Unbinned
Ga0196617_1145541	Ga0196617_114554	Unbinned
Ga0196617_1145551	Ga0196617_114555	Unbinned
Ga0196617_1145561	Ga0196617_114556	Unbinned
Ga0196617_1145571	Ga0196617_114557	Unbinned
Ga0196617_1145601	Ga0196617_114560	Unbinned
Ga0196617_1145651	Ga0196617_114565	Unbinned
Ga0196617_1145661	Ga0196617_114566	Unbinned
Ga0196617_1145671	Ga0196617_114567	Unbinned
Ga0196617_1145681	Ga0196617_114568	Unbinned
Ga0196617_1145691	Ga0196617_114569	Unbinned
Ga0196617_1145701	Ga0196617_114570	Unbinned
Ga0196617_1145721	Ga0196617_114572	Unbinned
Ga0196617_1145731	Ga0196617_114573	Unbinned
Ga0196617_1145741	Ga0196617_114574	Unbinned
Ga0196617_1145761	Ga0196617_114576	Unbinned
Ga0196617_1145771	Ga0196617_114577	Unbinned
Ga0196617_1145781	Ga0196617_114578	Unbinned
Ga0196617_1145791	Ga0196617_114579	Unbinned
Ga0196617_1145801	Ga0196617_114580	Unbinned
Ga0196617_1145811	Ga0196617_114581	Unbinned
Ga0196617_1145821	Ga0196617_114582	Unbinned
Ga0196617_1145831	Ga0196617_114583	Unbinned
Ga0196617_1145841	Ga0196617_114584	Unbinned
Ga0196617_1145851	Ga0196617_114585	Unbinned
Ga0196617_1145861	Ga0196617_114586	Unbinned
Ga0196617_1145871	Ga0196617_114587	Unbinned
Ga0196617_1145891	Ga0196617_114589	Unbinned
Ga0196617_1145901	Ga0196617_114590	Unbinned
Ga0196617_1145921	Ga0196617_114592	Unbinned
Ga0196617_1145931	Ga0196617_114593	Unbinned
Ga0196617_1145941	Ga0196617_114594	Unbinned
Ga0196617_1145951	Ga0196617_114595	Unbinned
Ga0196617_1145971	Ga0196617_114597	Unbinned
Ga0196617_1145991	Ga0196617_114599	Unbinned
Ga0196617_1146001	Ga0196617_114600	Unbinned
Ga0196617_1146011	Ga0196617_114601	Unbinned
Ga0196617_1146021	Ga0196617_114602	Unbinned
Ga0196617_1146031	Ga0196617_114603	Unbinned
Ga0196617_1146041	Ga0196617_114604	Unbinned
Ga0196617_1146061	Ga0196617_114606	Unbinned
Ga0196617_1146071	Ga0196617_114607	Unbinned
Ga0196617_1146091	Ga0196617_114609	Unbinned
Ga0196617_1146111	Ga0196617_114611	Unbinned
Ga0196617_1146141	Ga0196617_114614	Unbinned
Ga0196617_1146151	Ga0196617_114615	Unbinned
Ga0196617_1146161	Ga0196617_114616	Unbinned
Ga0196617_1146171	Ga0196617_114617	Unbinned
Ga0196617_1146201	Ga0196617_114620	Unbinned
Ga0196617_1146221	Ga0196617_114622	Unbinned
Ga0196617_1146251	Ga0196617_114625	Unbinned
Ga0196617_1146261	Ga0196617_114626	Unbinned
Ga0196617_1146281	Ga0196617_114628	Unbinned
Ga0196617_1146291	Ga0196617_114629	Unbinned
Ga0196617_1146301	Ga0196617_114630	Unbinned
Ga0196617_1146311	Ga0196617_114631	Unbinned
Ga0196617_1146321	Ga0196617_114632	Unbinned
Ga0196617_1146331	Ga0196617_114633	Unbinned
Ga0196617_1146341	Ga0196617_114634	Unbinned
Ga0196617_1146351	Ga0196617_114635	Unbinned
Ga0196617_1146361	Ga0196617_114636	Unbinned
Ga0196617_1146381	Ga0196617_114638	Unbinned
Ga0196617_1146391	Ga0196617_114639	Unbinned
Ga0196617_1146411	Ga0196617_114641	Unbinned
Ga0196617_1146431	Ga0196617_114643	Unbinned
Ga0196617_1146441	Ga0196617_114644	Unbinned
Ga0196617_1146451	Ga0196617_114645	Unbinned
Ga0196617_1146471	Ga0196617_114647	Unbinned
Ga0196617_1146491	Ga0196617_114649	Unbinned
Ga0196617_1146501	Ga0196617_114650	Unbinned
Ga0196617_1146521	Ga0196617_114652	Unbinned
Ga0196617_1146531	Ga0196617_114653	Unbinned
Ga0196617_1146541	Ga0196617_114654	Unbinned
Ga0196617_1146551	Ga0196617_114655	Unbinned
Ga0196617_1146571	Ga0196617_114657	Unbinned
Ga0196617_1146581	Ga0196617_114658	Unbinned
Ga0196617_1146591	Ga0196617_114659	Unbinned
Ga0196617_1146611	Ga0196617_114661	Unbinned
Ga0196617_1146621	Ga0196617_114662	Unbinned
Ga0196617_1146631	Ga0196617_114663	Unbinned
Ga0196617_1146641	Ga0196617_114664	Unbinned
Ga0196617_1146651	Ga0196617_114665	Unbinned
Ga0196617_1146691	Ga0196617_114669	Unbinned
Ga0196617_1146701	Ga0196617_114670	Unbinned
Ga0196617_1146711	Ga0196617_114671	Unbinned
Ga0196617_1146721	Ga0196617_114672	Unbinned
Ga0196617_1146751	Ga0196617_114675	Unbinned
Ga0196617_1146761	Ga0196617_114676	Unbinned
Ga0196617_1146771	Ga0196617_114677	Unbinned
Ga0196617_1146791	Ga0196617_114679	Unbinned
Ga0196617_1146801	Ga0196617_114680	Unbinned
Ga0196617_1146811	Ga0196617_114681	Unbinned
Ga0196617_1146821	Ga0196617_114682	Unbinned
Ga0196617_1146831	Ga0196617_114683	Unbinned
Ga0196617_1146841	Ga0196617_114684	Unbinned
Ga0196617_1146861	Ga0196617_114686	Unbinned
Ga0196617_1146871	Ga0196617_114687	Unbinned
Ga0196617_1146881	Ga0196617_114688	Unbinned
Ga0196617_1146901	Ga0196617_114690	Unbinned
Ga0196617_1146911	Ga0196617_114691	Unbinned
Ga0196617_1146931	Ga0196617_114693	Unbinned
Ga0196617_1146941	Ga0196617_114694	Unbinned
Ga0196617_1146951	Ga0196617_114695	Unbinned
Ga0196617_1146961	Ga0196617_114696	Unbinned
Ga0196617_1146991	Ga0196617_114699	Unbinned
Ga0196617_1147001	Ga0196617_114700	Unbinned
Ga0196617_1147011	Ga0196617_114701	Unbinned
Ga0196617_1147021	Ga0196617_114702	Unbinned
Ga0196617_1147041	Ga0196617_114704	Unbinned
Ga0196617_1147061	Ga0196617_114706	Unbinned
Ga0196617_1147071	Ga0196617_114707	Unbinned
Ga0196617_1147081	Ga0196617_114708	Unbinned
Ga0196617_1147101	Ga0196617_114710	Unbinned
Ga0196617_1147111	Ga0196617_114711	Unbinned
Ga0196617_1147131	Ga0196617_114713	Unbinned
Ga0196617_1147141	Ga0196617_114714	Unbinned
Ga0196617_1147151	Ga0196617_114715	Unbinned
Ga0196617_1147161	Ga0196617_114716	Unbinned
Ga0196617_1147171	Ga0196617_114717	Unbinned
Ga0196617_1147181	Ga0196617_114718	Unbinned
Ga0196617_1147191	Ga0196617_114719	Unbinned
Ga0196617_1147201	Ga0196617_114720	Unbinned
Ga0196617_1147211	Ga0196617_114721	Unbinned
Ga0196617_1147221	Ga0196617_114722	Unbinned
Ga0196617_1147241	Ga0196617_114724	Unbinned
Ga0196617_1147251	Ga0196617_114725	Unbinned
Ga0196617_1147261	Ga0196617_114726	Unbinned
Ga0196617_1147271	Ga0196617_114727	Unbinned
Ga0196617_1147281	Ga0196617_114728	Unbinned
Ga0196617_1147301	Ga0196617_114730	Unbinned
Ga0196617_1147321	Ga0196617_114732	Unbinned
Ga0196617_1147331	Ga0196617_114733	Unbinned
Ga0196617_1147341	Ga0196617_114734	Unbinned
Ga0196617_1147351	Ga0196617_114735	Unbinned
Ga0196617_1147361	Ga0196617_114736	Unbinned
Ga0196617_1147371	Ga0196617_114737	Unbinned
Ga0196617_1147381	Ga0196617_114738	Unbinned
Ga0196617_1147391	Ga0196617_114739	Unbinned
Ga0196617_1147401	Ga0196617_114740	Unbinned
Ga0196617_1147411	Ga0196617_114741	Unbinned
Ga0196617_1147421	Ga0196617_114742	Unbinned
Ga0196617_1147431	Ga0196617_114743	Unbinned
Ga0196617_1147451	Ga0196617_114745	Unbinned
Ga0196617_1147461	Ga0196617_114746	Unbinned
Ga0196617_1147471	Ga0196617_114747	Unbinned
Ga0196617_1147481	Ga0196617_114748	Unbinned
Ga0196617_1147491	Ga0196617_114749	Unbinned
Ga0196617_1147501	Ga0196617_114750	Unbinned
Ga0196617_1147511	Ga0196617_114751	Unbinned
Ga0196617_1147531	Ga0196617_114753	Unbinned
Ga0196617_1147551	Ga0196617_114755	Unbinned
Ga0196617_1147561	Ga0196617_114756	Unbinned
Ga0196617_1147581	Ga0196617_114758	Unbinned
Ga0196617_1147591	Ga0196617_114759	Unbinned
Ga0196617_1147601	Ga0196617_114760	Unbinned
Ga0196617_1147621	Ga0196617_114762	Unbinned
Ga0196617_1147631	Ga0196617_114763	Unbinned
Ga0196617_1147641	Ga0196617_114764	Unbinned
Ga0196617_1147651	Ga0196617_114765	Unbinned
Ga0196617_1147661	Ga0196617_114766	Unbinned
Ga0196617_1147671	Ga0196617_114767	Unbinned
Ga0196617_1147681	Ga0196617_114768	Unbinned
Ga0196617_1147691	Ga0196617_114769	Unbinned
Ga0196617_1147701	Ga0196617_114770	Unbinned
Ga0196617_1147721	Ga0196617_114772	Unbinned
Ga0196617_1147731	Ga0196617_114773	Unbinned
Ga0196617_1147741	Ga0196617_114774	Unbinned
Ga0196617_1147761	Ga0196617_114776	Unbinned
Ga0196617_1147771	Ga0196617_114777	Unbinned
Ga0196617_1147791	Ga0196617_114779	Unbinned
Ga0196617_1147801	Ga0196617_114780	Unbinned
Ga0196617_1147811	Ga0196617_114781	Unbinned
Ga0196617_1147831	Ga0196617_114783	Unbinned
Ga0196617_1147841	Ga0196617_114784	Unbinned
Ga0196617_1147851	Ga0196617_114785	Unbinned
Ga0196617_1147861	Ga0196617_114786	Unbinned
Ga0196617_1147871	Ga0196617_114787	Unbinned
Ga0196617_1147881	Ga0196617_114788	Unbinned
Ga0196617_1147891	Ga0196617_114789	Unbinned
Ga0196617_1147901	Ga0196617_114790	Unbinned
Ga0196617_1147911	Ga0196617_114791	Unbinned
Ga0196617_1147931	Ga0196617_114793	Unbinned
